EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-6.318,-9.755,-7.281,-6.765,-8.227,-10.755,-6.261,-7.575,-0.050,0.932,-0.410,-0.366,0.885,0.275,80.000,13814.000,1.000
-5.757,-9.833,-5.641,-3.981,-8.779,-12.287,-6.593,-6.047,-0.047,0.933,-0.413,-0.183,0.854,0.183,80.000,13815.000,1.000
-3.476,-8.820,-2.867,0.990,-8.207,-11.852,-7.657,-6.011,-0.046,0.935,-0.411,-0.183,0.641,0.122,80.000,13816.000,1.000
-0.358,-7.226,-0.765,4.572,-6.818,-9.671,-8.091,-6.656,-0.047,0.934,-0.414,-0.092,0.549,0.244,80.000,13817.000,1.000
3.638,-3.730,0.707,5.962,-3.422,-5.308,-3.957,-3.062,-0.045,0.933,-0.414,0.031,0.610,0.275,80.000,13818.000,1.000
6.548,-0.372,0.426,4.336,-0.088,-0.705,2.378,2.932,-0.045,0.935,-0.413,0.061,0.671,0.305,80.000,13819.000,1.000
5.210,-0.302,-2.470,-0.819,-0.100,1.469,4.600,4.204,-0.044,0.938,-0.412,0.092,0.610,0.336,80.000,13820.000,1.000
1.002,-1.732,-5.544,-6.297,-2.879,0.000,0.809,-0.610,-0.045,0.938,-0.411,0.183,0.610,0.427,80.000,13821.000,1.000
0.543,-0.047,-4.893,-7.018,-4.316,-3.075,-3.949,-5.081,-0.045,0.939,-0.408,0.183,0.641,0.488,80.000,13822.000,1.000
5.643,4.163,-0.577,-2.547,-2.186,-3.988,-4.117,-4.477,-0.046,0.939,-0.407,0.183,0.763,0.549,80.000,13823.000,1.000
9.729,6.348,3.454,2.467,1.198,-2.518,-1.368,-1.271,-0.046,0.940,-0.409,0.244,0.702,0.549,80.000,13824.000,1.000
8.196,5.512,4.700,4.724,2.561,-1.935,-1.399,0.033,-0.046,0.941,-0.411,0.244,0.671,0.641,80.000,13825.000,1.000
3.911,3.419,3.694,4.762,1.428,-3.626,-5.093,-1.788,-0.048,0.942,-0.411,0.244,0.702,0.763,80.000,13826.000,1.000
1.138,0.771,1.765,3.876,-0.243,-5.883,-8.306,-4.802,-0.046,0.942,-0.414,0.244,0.732,0.885,80.000,13827.000,1.000
1.374,-0.896,0.806,3.567,0.195,-6.270,-7.173,-5.449,-0.046,0.941,-0.412,0.275,0.671,0.885,80.000,13828.000,1.000
4.031,0.190,2.344,5.117,3.157,-4.345,-2.319,-2.300,-0.047,0.941,-0.409,0.244,0.732,0.946,80.000,13829.000,1.000
5.249,1.661,3.829,5.993,4.707,-3.204,0.460,0.770,-0.048,0.940,-0.411,0.214,0.793,1.068,80.000,13830.000,1.000
0.176,-0.308,0.845,2.281,1.287,-5.683,-2.779,-0.489,-0.046,0.940,-0.413,0.244,0.763,1.099,80.000,13831.000,1.000
-9.333,-5.066,-5.546,-4.336,-4.856,-10.327,-8.233,-4.706,-0.047,0.940,-0.414,0.275,0.702,1.099,80.000,13832.000,1.000
-15.687,-9.196,-9.533,-7.560,-8.687,-13.385,-9.768,-7.086,-0.047,0.939,-0.411,0.305,0.732,1.190,80.000,13833.000,1.000
-15.595,-10.958,-8.422,-4.628,-8.337,-12.434,-6.601,-5.315,-0.048,0.939,-0.411,0.366,0.793,1.160,80.000,13834.000,1.000
-12.952,-10.837,-5.565,-0.488,-6.666,-9.206,-3.522,-2.325,-0.050,0.939,-0.412,0.397,0.763,1.282,80.000,13835.000,1.000
-11.962,-10.119,-5.181,-0.980,-6.966,-7.807,-4.339,-2.090,-0.046,0.938,-0.409,0.397,0.610,1.190,80.000,13836.000,1.000
-11.788,-8.835,-6.305,-3.862,-7.546,-7.688,-6.365,-3.205,-0.047,0.939,-0.411,0.336,0.671,1.160,80.000,13837.000,1.000
-9.508,-6.511,-5.236,-3.507,-5.144,-5.783,-5.608,-2.319,-0.048,0.937,-0.414,0.305,0.702,1.282,80.000,13838.000,1.000
-5.753,-4.204,-1.879,-0.216,-1.035,-3.655,-2.810,-0.037,-0.046,0.938,-0.414,0.305,0.580,1.251,80.000,13839.000,1.000
-3.973,-2.390,1.042,2.223,1.838,-3.417,0.378,2.231,-0.048,0.937,-0.415,0.275,0.702,1.251,80.000,13840.000,1.000
-5.729,-0.534,1.483,1.795,2.257,-3.846,2.485,3.387,-0.047,0.938,-0.414,0.275,0.702,1.160,80.000,13841.000,1.000
-8.800,0.496,-0.808,-1.079,0.095,-4.127,0.672,1.145,-0.046,0.940,-0.412,0.336,0.671,1.129,80.000,13842.000,1.000
-9.697,-0.318,-3.518,-3.358,-2.760,-4.471,-4.105,-3.324,-0.045,0.939,-0.414,0.336,0.702,1.251,80.000,13843.000,1.000
-7.490,-1.826,-3.726,-2.346,-3.413,-4.077,-6.684,-5.186,-0.047,0.937,-0.413,0.458,0.763,1.251,80.000,13844.000,1.000
-4.032,-1.934,-1.761,0.058,-1.905,-2.338,-5.772,-3.757,-0.047,0.937,-0.413,0.336,0.580,1.129,80.000,13845.000,1.000
-2.371,-0.788,-1.074,-0.234,-1.364,-0.930,-5.233,-3.451,-0.048,0.939,-0.414,0.427,0.671,1.068,80.000,13846.000,1.000
-5.196,-0.726,-3.762,-3.401,-3.446,-1.881,-6.700,-5.780,-0.047,0.940,-0.411,0.610,0.702,0.977,80.000,13847.000,1.000
-11.616,-2.527,-7.977,-5.830,-5.964,-3.898,-7.156,-6.991,-0.046,0.939,-0.411,0.519,0.763,0.977,80.000,13848.000,1.000
-17.767,-4.709,-11.075,-6.558,-6.295,-3.649,-4.356,-4.857,-0.046,0.939,-0.413,0.397,0.732,0.946,80.000,13849.000,1.000
-21.280,-6.135,-12.455,-8.088,-4.454,0.146,0.588,-1.648,-0.045,0.940,-0.416,0.427,0.702,0.885,80.000,13850.000,1.000
-21.356,-6.219,-11.788,-9.881,-1.691,5.457,5.649,0.377,-0.047,0.938,-0.412,0.397,0.702,0.885,80.000,13851.000,1.000
-17.945,-4.747,-9.096,-8.936,0.559,7.919,7.987,0.858,-0.045,0.937,-0.413,0.305,0.671,0.916,80.000,13852.000,1.000
-13.442,-2.818,-6.416,-6.040,1.103,5.062,5.219,0.124,-0.044,0.937,-0.414,0.366,0.732,0.824,80.000,13853.000,1.000
-10.587,-1.314,-5.046,-3.872,0.745,0.170,-0.197,-0.579,-0.045,0.939,-0.415,0.366,0.793,0.732,80.000,13854.000,1.000
-9.117,0.260,-3.788,-2.338,1.301,-1.978,-2.950,-0.114,-0.045,0.939,-0.415,0.366,0.763,0.732,80.000,13855.000,1.000
-7.521,2.019,-1.906,-0.424,2.681,-0.797,-1.510,0.909,-0.046,0.938,-0.409,0.244,0.916,0.732,80.000,13856.000,1.000
-5.774,2.924,-0.541,0.867,3.084,1.114,0.806,1.029,-0.046,0.938,-0.412,0.244,0.854,0.793,80.000,13857.000,1.000
-4.328,2.549,-0.313,0.486,2.275,2.441,1.940,0.635,-0.046,0.938,-0.414,0.244,0.824,0.793,80.000,13858.000,1.000
-3.528,1.694,-0.409,-0.558,1.873,3.570,3.221,1.019,-0.045,0.938,-0.411,0.214,0.854,0.702,80.000,13859.000,1.000
-4.617,0.523,-0.910,-1.737,1.467,2.906,3.430,0.364,-0.047,0.938,-0.415,0.153,0.885,0.763,80.000,13860.000,1.000
-6.797,-1.041,-2.121,-3.248,-0.085,-0.400,0.602,-2.521,-0.048,0.937,-0.414,0.122,0.916,0.854,80.000,13861.000,1.000
-6.959,-1.981,-2.679,-3.763,-1.092,-2.842,-1.864,-3.916,-0.046,0.937,-0.412,0.153,0.824,0.854,80.000,13862.000,1.000
-5.957,-2.608,-2.608,-3.213,-1.081,-3.275,-1.947,-2.619,-0.043,0.938,-0.416,0.092,0.977,0.885,80.000,13863.000,1.000
-5.825,-3.891,-2.920,-2.684,-1.626,-4.612,-2.663,-1.854,-0.042,0.937,-0.414,0.061,1.038,0.916,80.000,13864.000,1.000
-3.533,-3.792,-1.719,-0.509,-1.205,-5.936,-3.632,-1.102,-0.045,0.940,-0.413,0.122,1.068,0.977,80.000,13865.000,1.000
0.848,-1.526,0.918,2.663,0.675,-5.105,-3.026,0.580,-0.046,0.938,-0.410,0.214,1.068,0.885,80.000,13866.000,1.000
0.471,-1.240,-0.052,1.239,-0.636,-5.240,-4.263,-1.066,-0.045,0.938,-0.410,0.092,1.007,0.946,80.000,13867.000,1.000
-6.439,-5.121,-6.190,-5.909,-6.862,-8.341,-9.251,-7.496,-0.045,0.938,-0.411,0.061,1.068,1.007,80.000,13868.000,1.000
-13.490,-9.626,-12.597,-13.181,-13.407,-11.055,-14.115,-13.810,-0.043,0.938,-0.411,-0.031,1.038,0.824,80.000,13869.000,1.000
-15.156,-11.125,-14.909,-16.078,-16.361,-11.615,-15.811,-15.981,-0.047,0.937,-0.412,0.000,1.068,0.916,80.000,13870.000,1.000
-11.972,-10.012,-13.236,-14.470,-15.589,-11.439,-14.354,-13.868,-0.048,0.937,-0.415,0.031,1.099,0.916,80.000,13871.000,1.000
-9.130,-8.939,-10.553,-11.316,-12.567,-9.923,-10.245,-9.374,-0.048,0.937,-0.413,0.000,1.221,0.916,80.000,13872.000,1.000
-9.920,-8.741,-8.928,-9.302,-8.974,-5.646,-4.757,-4.783,-0.047,0.938,-0.414,0.031,1.129,0.977,80.000,13873.000,1.000
-11.500,-7.516,-7.502,-7.684,-6.065,-1.153,-0.257,-1.510,-0.046,0.940,-0.415,-0.031,1.190,0.824,80.000,13874.000,1.000
-10.442,-4.180,-5.280,-5.482,-4.358,-0.649,1.191,-0.331,-0.046,0.939,-0.414,-0.122,1.190,0.916,80.000,13875.000,1.000
-6.907,0.192,-2.284,-3.461,-2.373,-2.179,0.849,-0.047,-0.047,0.940,-0.415,-0.061,1.190,1.007,80.000,13876.000,1.000
-2.066,4.262,2.145,-0.950,2.555,1.150,3.555,2.928,-0.046,0.940,-0.415,-0.122,1.190,0.977,80.000,13877.000,1.000
2.171,6.601,6.921,2.424,8.631,8.294,8.947,8.077,-0.046,0.939,-0.416,-0.153,1.068,1.007,80.000,13878.000,1.000
4.210,6.570,9.150,5.170,10.837,10.744,9.972,10.090,-0.046,0.939,-0.416,-0.214,1.251,1.007,80.000,13879.000,1.000
5.842,6.361,9.477,7.378,9.786,8.132,6.334,8.683,-0.044,0.940,-0.412,-0.244,1.312,0.977,80.000,13880.000,1.000
8.320,7.522,10.314,9.020,9.584,6.461,4.741,8.390,-0.044,0.939,-0.413,-0.275,1.282,0.854,80.000,13881.000,1.000
9.503,7.775,10.887,8.041,9.902,6.013,6.224,9.349,-0.047,0.938,-0.415,-0.488,1.282,0.916,80.000,13882.000,1.000
9.556,6.177,10.500,5.333,9.103,5.234,7.693,9.240,-0.046,0.939,-0.416,-0.397,1.312,0.916,80.000,13883.000,1.000
10.422,5.005,10.166,4.204,7.839,5.284,8.123,8.610,-0.047,0.938,-0.412,-0.488,1.312,1.038,80.000,13884.000,1.000
10.380,4.919,9.192,4.168,6.126,5.853,6.398,7.171,-0.048,0.938,-0.410,-0.488,1.282,1.068,80.000,13885.000,1.000
8.816,5.576,7.730,3.655,4.423,5.883,2.937,3.880,-0.046,0.937,-0.414,-0.671,1.312,1.160,80.000,13886.000,1.000
9.232,8.040,8.596,4.789,4.982,5.680,1.624,2.168,-0.047,0.937,-0.412,-0.549,1.343,1.190,80.000,13887.000,1.000
11.604,11.607,11.361,8.103,7.444,5.346,3.583,5.175,-0.046,0.938,-0.413,-0.488,1.343,1.038,80.000,13888.000,1.000
11.622,12.859,11.941,9.704,8.346,4.644,5.370,9.101,-0.046,0.939,-0.413,-0.580,1.434,1.007,80.000,13889.000,1.000
8.847,10.683,9.694,8.145,6.559,3.813,4.401,8.891,-0.048,0.940,-0.414,-0.549,1.343,1.068,80.000,13890.000,1.000
6.838,7.869,7.421,6.113,4.104,3.135,0.694,5.001,-0.048,0.939,-0.417,-0.702,1.190,1.038,80.000,13891.000,1.000
7.033,6.373,5.913,4.851,2.268,2.758,-3.538,1.019,-0.047,0.939,-0.413,-0.702,1.312,0.946,80.000,13892.000,1.000
8.446,5.553,4.438,3.410,0.844,3.030,-5.004,-0.846,-0.046,0.939,-0.414,-0.702,1.221,1.007,80.000,13893.000,1.000
9.734,4.808,3.153,2.006,-0.372,3.585,-3.756,-0.979,-0.046,0.939,-0.412,-0.702,1.190,1.007,80.000,13894.000,1.000
9.176,3.825,2.057,2.055,-1.230,2.938,-2.877,-0.687,-0.045,0.938,-0.413,-0.702,1.221,1.068,80.000,13895.000,1.000
6.047,1.611,0.492,2.990,-1.729,0.697,-2.916,-0.196,-0.047,0.938,-0.411,-0.610,1.160,1.160,80.000,13896.000,1.000
2.512,-1.123,-1.216,2.501,-1.898,-1.045,-1.869,1.077,-0.046,0.938,-0.413,-0.702,1.160,1.160,80.000,13897.000,1.000
2.019,-0.907,-1.312,0.895,-0.992,-0.078,1.088,3.450,-0.044,0.938,-0.411,-0.671,1.068,1.099,80.000,13898.000,1.000
5.143,3.484,0.958,0.810,1.705,3.402,5.417,6.814,-0.045,0.939,-0.413,-0.671,1.160,1.038,80.000,13899.000,1.000
8.375,8.340,3.527,2.347,4.942,7.269,9.856,10.222,-0.044,0.938,-0.413,-0.671,1.190,1.190,80.000,13900.000,1.000
8.578,10.416,4.054,3.147,6.529,9.239,11.985,11.848,-0.047,0.937,-0.413,-0.641,1.190,1.190,80.000,13901.000,1.000
7.152,10.660,3.358,2.734,6.486,9.153,11.237,11.230,-0.048,0.938,-0.412,-0.732,1.160,1.160,80.000,13902.000,1.000
6.553,9.783,3.278,2.263,6.084,8.769,10.400,9.767,-0.047,0.939,-0.411,-0.610,1.160,1.038,80.000,13903.000,1.000
6.266,6.289,3.364,1.843,4.629,7.907,9.013,7.423,-0.048,0.937,-0.412,-0.610,1.099,1.099,80.000,13904.000,1.000
7.224,2.411,3.946,2.794,2.112,5.106,3.452,3.764,-0.045,0.936,-0.414,-0.519,1.038,1.099,80.000,13905.000,1.000
12.628,3.490,7.188,7.430,1.893,2.245,-2.869,1.744,-0.046,0.937,-0.415,-0.519,1.007,1.007,80.000,13906.000,1.000
19.668,8.631,11.653,12.577,5.311,2.942,-2.399,3.655,-0.045,0.938,-0.414,-0.610,1.007,0.977,80.000,13907.000,1.000
20.294,11.220,12.946,12.049,8.816,7.047,4.567,6.811,-0.045,0.939,-0.415,-0.641,1.068,0.946,80.000,13908.000,1.000
12.885,8.696,10.190,6.644,9.125,10.012,10.978,7.733,-0.046,0.941,-0.416,-0.702,0.977,0.977,80.000,13909.000,1.000
4.489,4.299,6.107,2.237,6.123,7.798,11.178,5.504,-0.046,0.939,-0.413,-0.641,0.946,0.977,80.000,13910.000,1.000
0.745,1.746,3.159,1.101,1.756,2.500,4.916,1.044,-0.047,0.938,-0.412,-0.671,0.885,1.007,80.000,13911.000,1.000
0.408,2.286,2.358,1.440,-1.058,0.668,-1.797,-2.918,-0.045,0.939,-0.413,-0.580,1.068,0.946,80.000,13912.000,1.000
0.005,3.560,2.711,0.766,-1.489,2.828,-2.939,-4.156,-0.044,0.939,-0.413,-0.610,0.946,0.916,80.000,13913.000,1.000
-1.447,1.227,1.762,-1.962,-2.441,1.318,-1.597,-4.132,-0.044,0.939,-0.410,-0.549,1.038,0.824,80.000,13914.000,1.000
-2.683,-4.499,-0.853,-5.002,-5.297,-5.856,-4.146,-4.824,-0.043,0.938,-0.413,-0.671,1.038,0.916,80.000,13915.000,1.000
-2.373,-7.730,-2.389,-5.799,-6.619,-10.208,-7.912,-4.739,-0.043,0.939,-0.410,-0.641,1.068,1.038,80.000,13916.000,1.000
-1.003,-5.745,-1.268,-4.009,-4.131,-6.802,-6.336,-2.110,-0.045,0.937,-0.413,-0.549,1.038,1.038,80.000,13917.000,1.000
-0.263,-2.414,0.790,-1.274,-0.667,-0.729,-0.742,1.536,-0.045,0.939,-0.416,-0.458,1.099,1.099,80.000,13918.000,1.000
-0.293,-1.103,1.764,0.734,0.569,1.958,2.780,3.643,-0.045,0.940,-0.412,-0.458,1.099,1.068,80.000,13919.000,1.000
0.688,-0.694,2.011,1.875,0.143,1.169,3.014,3.903,-0.046,0.937,-0.415,-0.427,1.129,0.916,80.000,13920.000,1.000
4.197,1.156,3.497,3.506,0.647,1.057,3.550,4.041,-0.046,0.937,-0.412,-0.519,1.007,0.854,80.000,13921.000,1.000
9.474,4.575,6.734,6.342,3.160,4.190,5.914,5.094,-0.048,0.939,-0.410,-0.519,0.885,0.946,80.000,13922.000,1.000
13.337,7.743,9.768,9.372,6.225,8.225,8.288,6.186,-0.047,0.940,-0.411,-0.397,0.946,0.854,80.000,13923.000,1.000
14.606,9.986,11.645,12.094,8.353,10.246,9.487,6.592,-0.048,0.938,-0.414,-0.427,1.007,0.916,80.000,13924.000,1.000
16.952,13.121,14.556,16.030,10.657,12.238,10.744,7.896,-0.048,0.940,-0.416,-0.458,0.946,0.885,80.000,13925.000,1.000
21.470,17.542,18.987,20.051,14.122,16.707,13.753,11.218,-0.048,0.940,-0.412,-0.458,1.007,0.702,80.000,13926.000,1.000
21.609,18.821,19.608,17.430,14.861,18.683,15.468,12.497,-0.048,0.938,-0.412,-0.427,0.946,0.702,80.000,13927.000,1.000
14.105,13.270,12.864,6.396,8.926,11.784,9.956,7.284,-0.046,0.937,-0.412,-0.397,0.916,0.732,80.000,13928.000,1.000
6.801,5.297,4.670,-3.336,0.665,0.604,-0.225,-0.800,-0.048,0.937,-0.411,-0.305,0.854,0.763,80.000,13929.000,1.000
6.975,2.460,2.368,-4.396,-2.791,-5.008,-6.335,-5.313,-0.046,0.935,-0.411,-0.275,0.854,0.763,80.000,13930.000,1.000
11.187,5.006,4.930,-0.561,-1.373,-3.724,-6.520,-5.492,-0.044,0.936,-0.412,-0.153,0.824,0.732,80.000,13931.000,1.000
12.624,6.999,7.291,3.118,0.889,-0.707,-3.863,-2.879,-0.045,0.936,-0.409,-0.092,0.793,0.671,80.000,13932.000,1.000
10.663,5.728,7.689,5.642,2.198,1.056,-0.284,1.273,-0.045,0.935,-0.413,-0.031,0.824,0.732,80.000,13933.000,1.000
8.958,3.913,7.176,6.295,2.541,2.136,1.342,3.217,-0.043,0.936,-0.407,0.031,0.916,0.763,80.000,13934.000,1.000
9.278,4.499,7.253,5.871,2.849,4.526,0.214,1.275,-0.044,0.934,-0.410,0.000,0.854,0.793,80.000,13935.000,1.000
10.209,7.006,8.493,6.163,4.307,7.818,0.083,-0.139,-0.044,0.936,-0.407,0.061,0.885,0.793,80.000,13936.000,1.000
9.524,8.256,8.873,4.808,5.253,7.852,1.293,1.135,-0.044,0.935,-0.409,0.031,0.854,0.916,80.000,13937.000,1.000
7.877,7.380,7.255,0.489,3.493,3.213,-0.421,1.523,-0.046,0.937,-0.410,0.244,0.946,0.946,80.000,13938.000,1.000
8.873,7.891,7.086,-1.171,1.578,-1.420,-4.579,0.273,-0.046,0.938,-0.410,0.244,0.977,0.916,80.000,13939.000,1.000
13.845,11.493,11.210,4.123,3.226,-1.800,-6.120,0.496,-0.044,0.937,-0.412,0.336,0.946,0.916,80.000,13940.000,1.000
20.114,14.910,17.203,13.487,7.351,1.317,-3.813,2.705,-0.046,0.939,-0.413,0.305,0.916,0.824,80.000,13941.000,1.000
24.170,15.259,20.427,20.555,10.144,4.683,-0.353,4.907,-0.048,0.938,-0.414,0.336,0.946,0.854,80.000,13942.000,1.000
23.502,13.227,18.246,19.323,9.694,6.186,2.264,5.602,-0.048,0.939,-0.413,0.275,0.916,0.793,80.000,13943.000,1.000
17.387,10.020,11.837,9.460,6.630,5.757,2.662,4.094,-0.049,0.939,-0.413,0.336,1.007,0.793,80.000,13944.000,1.000
8.454,6.121,5.923,-0.216,3.163,4.208,0.160,1.330,-0.048,0.939,-0.414,0.336,1.038,0.793,80.000,13945.000,1.000
2.495,3.807,5.575,0.683,2.511,2.825,-2.551,0.474,-0.046,0.936,-0.413,0.305,1.007,0.641,80.000,13946.000,1.000
3.463,5.328,10.590,10.492,5.856,3.586,-1.006,3.285,-0.045,0.936,-0.412,0.397,0.977,0.519,80.000,13947.000,1.000
8.111,8.160,14.315,15.853,9.292,6.740,4.709,6.716,-0.041,0.936,-0.414,0.519,1.007,0.641,80.000,13948.000,1.000
9.204,7.114,11.131,9.320,7.366,7.220,7.131,5.958,-0.042,0.934,-0.415,0.488,1.068,0.702,80.000,13949.000,1.000
4.350,1.538,3.206,-2.028,0.506,0.252,0.572,0.869,-0.042,0.935,-0.414,0.580,1.129,0.946,80.000,13950.000,1.000
-1.419,-2.709,-1.974,-6.726,-3.888,-7.709,-7.550,-2.362,-0.045,0.935,-0.412,0.702,1.373,0.916,80.000,13951.000,1.000
-2.432,-1.121,-0.368,-1.397,-1.170,-6.988,-6.767,0.769,-0.046,0.936,-0.412,0.641,1.434,0.916,80.000,13952.000,1.000
0.790,3.102,4.088,6.461,3.604,-1.249,-0.401,5.858,-0.046,0.937,-0.412,0.610,1.343,1.007,80.000,13953.000,1.000
3.802,5.579,6.144,8.499,4.142,0.186,2.004,6.489,-0.045,0.938,-0.415,0.580,1.343,1.038,80.000,13954.000,1.000
4.749,6.560,6.000,5.797,1.257,-2.989,-1.341,3.046,-0.046,0.938,-0.412,0.549,1.373,1.038,80.000,13955.000,1.000
4.686,6.293,5.509,3.704,-2.270,-6.234,-6.968,-1.061,-0.043,0.938,-0.413,0.427,1.343,1.129,80.000,13956.000,1.000
3.910,3.699,3.785,2.135,-6.161,-7.272,-11.142,-4.841,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13957.000,1.000
1.714,-0.311,0.672,-1.596,-10.092,-6.540,-11.806,-8.197,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13958.000,0.000
-1.922,-4.832,-0.802,-5.991,-13.839,-7.803,-12.321,-10.908,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13959.000,0.000
-5.367,-9.465,0.203,-7.672,-17.274,-12.795,-16.063,-12.868,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13960.000,0.000
-5.511,-10.564,0.156,-6.438,-17.414,-14.876,-17.784,-12.823,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13961.000,0.000
-2.087,-6.095,-1.626,-4.652,-12.996,-9.475,-12.960,-10.410,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13962.000,0.000
-0.237,-2.529,-1.445,-4.268,-9.983,-4.819,-8.777,-8.758,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13963.000,0.000
-2.952,-5.647,0.743,-5.244,-12.775,-8.381,-11.883,-10.165,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13964.000,0.000
-5.426,-9.730,0.956,-5.723,-15.723,-12.984,-15.727,-11.738,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13965.000,0.000
-3.370,-7.447,-0.883,-4.629,-13.000,-9.981,-12.767,-10.323,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13966.000,0.000
-0.648,-3.043,-1.091,-3.534,-9.074,-4.730,-8.070,-8.159,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13967.000,0.000
-1.987,-4.141,0.577,-4.030,-10.159,-5.950,-9.213,-8.633,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13968.000,0.000
-4.586,-8.020,1.008,-4.839,-13.126,-10.178,-12.759,-10.213,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13969.000,0.000
-3.755,-7.443,-0.152,-4.139,-11.969,-9.265,-11.631,-9.618,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13970.000,0.000
-1.315,-3.788,-0.431,-2.937,-8.585,-5.001,-7.788,-7.743,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13971.000,0.000
-1.634,-3.552,0.524,-3.138,-8.433,-4.579,-7.477,-7.581,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13972.000,0.000
-3.729,-6.431,0.846,-3.989,-10.641,-7.569,-9.960,-8.758,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13973.000,0.000
-3.712,-6.853,0.296,-3.572,-10.485,-7.933,-9.991,-8.667,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13974.000,0.000
-1.897,-4.321,0.218,-2.412,-8.041,-5.088,-7.392,-7.284,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13975.000,0.000
-1.606,-3.413,0.652,-2.390,-7.215,-3.832,-6.327,-6.784,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13976.000,0.000
-3.027,-5.165,0.674,-3.189,-8.493,-5.427,-7.596,-7.475,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13977.000,0.000
-3.436,-5.990,0.492,-3.000,-8.808,-6.310,-8.117,-7.618,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13978.000,0.000
-2.303,-4.549,0.731,-1.947,-7.325,-4.848,-6.741,-6.731,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13979.000,0.000
-1.756,-3.491,0.904,-1.748,-6.300,-3.434,-5.522,-6.132,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13980.000,0.000
-2.526,-4.255,0.576,-2.447,-6.729,-3.803,-5.721,-6.385,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13981.000,0.000
-3.046,-5.039,0.512,-2.439,-7.100,-4.623,-6.212,-6.554,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13982.000,0.000
-2.514,-4.475,1.065,-1.529,-6.419,-4.274,-5.821,-6.079,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13983.000,0.000
-1.981,-3.629,1.205,-1.199,-5.540,-3.178,-4.876,-5.554,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13984.000,0.000
-2.224,-3.668,0.579,-1.769,-5.329,-2.660,-4.304,-5.476,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13985.000,0.000
-2.632,-4.133,0.440,-1.892,-5.481,-3.044,-4.427,-5.535,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13986.000,0.000
-2.545,-4.151,1.220,-1.144,-5.357,-3.426,-4.683,-5.347,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13987.000,0.000
-2.202,-3.716,1.486,-0.734,-4.828,-2.913,-4.252,-4.997,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13988.000,0.000
-2.092,-3.337,0.675,-1.164,-4.237,-1.906,-3.260,-4.721,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13989.000,0.000
-2.262,-3.356,0.341,-1.366,-4.031,-1.687,-2.866,-4.602,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13990.000,0.000
-2.436,-3.656,1.221,-0.782,-4.199,-2.401,-3.415,-4.569,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13991.000,0.000
-2.363,-3.688,1.696,-0.339,-4.093,-2.545,-3.563,-4.427,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13992.000,0.000
-2.083,-3.175,0.835,-0.633,-3.376,-1.426,-2.487,-4.080,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13993.000,0.000
-1.975,-2.754,0.263,-0.871,-2.794,-0.610,-1.579,-3.777,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13994.000,0.000
-2.238,-3.075,1.111,-0.437,-3.018,-1.310,-2.113,-3.779,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13995.000,0.000
-2.436,-3.518,1.806,0.000,-3.301,-2.034,-2.773,-3.830,-0.042,0.937,-0.412,0.275,1.373,1.038,80.000,13996.000,0.000
