EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
12.320,10.556,9.513,9.755,10.598,10.364,8.535,9.426,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9332.000,0.000
11.055,9.243,11.328,10.677,9.251,8.058,7.627,9.704,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9333.000,0.000
9.130,6.057,11.299,10.339,6.271,3.853,3.346,7.845,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9334.000,0.000
9.528,6.374,9.382,9.357,6.498,4.790,3.226,7.043,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9335.000,0.000
10.814,8.798,8.857,9.398,8.604,8.096,6.665,8.304,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9336.000,0.000
10.223,8.506,10.102,10.121,8.236,7.317,7.025,8.955,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9337.000,0.000
8.628,6.046,10.354,10.035,5.914,3.948,3.865,7.701,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9338.000,0.000
8.498,5.587,9.012,9.265,5.407,3.684,2.823,6.684,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9339.000,0.000
9.414,7.236,8.339,9.100,6.818,6.054,5.104,7.364,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9340.000,0.000
9.255,7.522,9.057,9.583,7.015,6.222,6.106,8.111,-0.048,0.934,-0.427,-0.549,1.343,1.007,80.000,9341.000,0.000
7.740,5.558,9.352,9.447,4.951,3.435,3.784,7.280,-0.046,0.932,-0.426,-0.458,0.977,0.854,80.000,9342.000,1.000
5.793,3.735,8.121,7.801,2.073,0.900,1.103,5.674,-0.047,0.931,-0.426,-0.275,0.977,0.916,80.000,9343.000,1.000
4.291,4.282,5.644,5.004,0.227,1.115,1.250,4.952,-0.047,0.931,-0.426,-0.305,0.946,0.854,80.000,9344.000,1.000
5.141,7.387,2.424,2.721,0.861,4.388,4.542,5.480,-0.048,0.933,-0.426,-0.427,0.977,0.946,80.000,9345.000,1.000
8.931,10.632,0.616,2.462,2.468,7.708,7.533,5.760,-0.047,0.934,-0.427,-0.397,1.038,0.885,80.000,9346.000,1.000
11.824,10.790,2.354,3.480,0.962,6.745,5.679,3.987,-0.046,0.933,-0.426,-0.397,0.854,0.824,80.000,9347.000,1.000
10.868,8.146,4.515,3.697,-3.577,2.485,0.694,1.196,-0.046,0.934,-0.426,-0.366,0.885,0.824,80.000,9348.000,1.000
9.928,7.106,2.944,3.248,-5.292,1.148,0.249,0.931,-0.045,0.935,-0.427,-0.244,0.854,0.793,80.000,9349.000,1.000
12.928,9.152,0.885,5.147,-1.836,3.914,5.571,4.118,-0.045,0.937,-0.426,-0.244,0.916,0.824,80.000,9350.000,1.000
15.502,8.602,2.868,9.842,0.454,3.452,7.531,6.742,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9351.000,1.000
12.239,1.699,5.671,12.143,-3.632,-3.708,1.245,4.904,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9352.000,0.000
6.052,-6.200,5.243,9.194,-10.180,-11.146,-6.528,0.288,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9353.000,0.000
2.440,-9.133,3.359,5.289,-13.419,-13.559,-9.479,-2.646,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9354.000,0.000
2.349,-7.708,2.069,4.135,-12.658,-12.057,-8.264,-2.536,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9355.000,0.000
4.283,-5.113,1.533,5.049,-9.929,-9.179,-5.297,-0.913,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9356.000,0.000
5.913,-3.915,2.490,6.559,-8.061,-7.714,-3.505,0.356,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9357.000,0.000
4.823,-5.268,3.985,7.069,-9.151,-9.394,-5.168,-0.047,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9358.000,0.000
2.345,-6.960,3.449,5.711,-11.141,-11.321,-7.491,-1.386,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9359.000,0.000
2.340,-6.035,1.650,4.515,-10.324,-9.913,-6.248,-1.380,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9360.000,0.000
4.518,-3.893,1.784,5.501,-7.756,-7.328,-3.379,0.077,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9361.000,0.000
4.762,-3.995,3.511,6.871,-7.494,-7.685,-3.621,0.586,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9362.000,0.000
2.536,-5.716,3.621,6.140,-9.346,-9.695,-5.942,-0.499,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9363.000,0.000
1.667,-5.706,2.040,4.678,-9.498,-9.366,-5.795,-1.015,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9364.000,0.000
3.281,-3.974,1.706,5.062,-7.480,-7.221,-3.447,0.004,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9365.000,0.000
4.083,-3.473,3.017,6.371,-6.605,-6.802,-2.933,0.759,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9366.000,0.000
2.555,-4.640,3.424,6.135,-7.799,-8.179,-4.551,0.126,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9367.000,0.000
1.385,-5.028,2.313,4.873,-8.347,-8.400,-4.917,-0.490,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9368.000,0.000
2.302,-3.918,1.809,4.845,-7.053,-6.989,-3.354,0.078,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9369.000,0.000
3.237,-3.224,2.645,5.861,-6.011,-6.259,-2.569,0.801,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9370.000,0.000
2.386,-3.807,3.108,5.926,-6.543,-6.929,-3.443,0.551,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9371.000,0.000
1.241,-4.265,2.429,4.976,-7.136,-7.304,-3.923,0.026,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9372.000,0.000
1.565,-3.709,1.946,4.721,-6.472,-6.574,-3.063,0.251,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9373.000,0.000
2.379,-3.080,2.396,5.402,-5.540,-5.863,-2.329,0.812,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9374.000,0.000
2.056,-3.201,2.769,5.602,-5.555,-5.952,-2.609,0.822,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9375.000,0.000
1.130,-3.528,2.408,4.963,-5.979,-6.214,-2.949,0.474,-0.045,0.938,-0.422,-0.244,0.854,0.671,80.000,9376.000,0.000
0.919,-2.695,1.539,3.849,-5.118,-4.948,-1.979,0.715,-0.048,0.937,-0.422,0.061,0.580,0.732,80.000,9377.000,1.000
1.472,1.190,-0.352,1.017,-1.476,0.272,1.224,2.108,-0.047,0.935,-0.420,0.092,0.580,0.702,80.000,9378.000,1.000
2.901,8.175,-2.383,-3.246,3.687,8.189,5.200,3.912,-0.048,0.936,-0.424,0.031,0.641,0.549,80.000,9379.000,1.000
5.230,13.645,-0.681,-4.664,5.772,11.679,5.470,4.339,-0.047,0.934,-0.420,0.092,0.671,0.519,80.000,9380.000,1.000
6.330,13.194,4.477,-1.664,3.014,7.584,0.734,2.743,-0.044,0.932,-0.419,0.061,0.671,0.519,80.000,9381.000,1.000
5.120,8.980,5.889,1.249,-0.102,2.555,-3.572,0.558,-0.042,0.930,-0.423,0.092,0.610,0.458,80.000,9382.000,1.000
3.906,5.618,0.999,0.498,0.079,2.556,-2.871,-0.615,-0.043,0.929,-0.425,0.092,0.641,0.549,80.000,9383.000,1.000
3.186,3.548,-3.103,-2.584,0.843,4.405,-0.423,-0.820,-0.045,0.928,-0.426,0.183,0.854,0.671,80.000,9384.000,1.000
1.496,1.621,-1.665,-4.994,-1.155,2.452,-1.720,-0.999,-0.044,0.928,-0.425,0.305,0.854,0.702,80.000,9385.000,1.000
1.554,2.195,1.627,-4.403,-2.728,-0.889,-3.904,-0.159,-0.043,0.928,-0.426,0.427,0.916,0.824,80.000,9386.000,1.000
6.092,7.258,3.137,-0.482,0.653,1.032,-0.204,3.288,-0.044,0.928,-0.424,0.488,0.977,0.793,80.000,9387.000,1.000
10.139,11.587,3.633,3.422,5.054,5.542,5.266,6.259,-0.045,0.930,-0.420,0.641,1.007,0.824,80.000,9388.000,1.000
8.032,8.318,3.465,3.272,3.279,4.229,3.229,4.278,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9389.000,1.000
3.081,0.201,1.733,-0.248,-3.098,-1.569,-3.291,-0.509,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9390.000,0.000
1.177,-4.563,-0.182,-2.824,-7.253,-4.604,-5.650,-2.833,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9391.000,0.000
1.851,-4.150,-0.822,-2.745,-7.176,-3.922,-3.822,-2.080,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9392.000,0.000
2.579,-1.844,-1.476,-2.022,-4.833,-1.783,-1.242,-0.558,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9393.000,0.000
3.203,-0.147,-2.207,-1.880,-2.691,0.302,0.560,0.324,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9394.000,0.000
3.025,-0.730,-1.150,-1.639,-3.180,-0.279,-0.393,-0.151,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9395.000,0.000
1.507,-2.951,0.444,-1.277,-5.477,-3.151,-3.102,-1.318,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9396.000,0.000
0.739,-3.344,-0.288,-1.378,-5.591,-3.546,-2.895,-1.210,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9397.000,0.000
1.875,-1.207,-2.006,-1.532,-3.092,-0.652,0.242,0.163,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9398.000,0.000
2.547,-0.301,-1.464,-1.131,-2.180,0.373,0.926,0.517,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9399.000,0.000
1.222,-2.147,0.359,-0.654,-4.093,-2.161,-1.746,-0.598,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9400.000,0.000
0.072,-3.316,0.228,-0.717,-5.000,-3.493,-2.600,-0.982,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9401.000,0.000
0.808,-1.835,-1.349,-0.917,-3.180,-1.376,-0.089,0.104,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9402.000,0.000
1.624,-0.580,-1.367,-0.669,-1.888,0.136,1.208,0.710,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9403.000,0.000
0.776,-1.716,0.103,-0.254,-3.085,-1.495,-0.658,-0.069,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9404.000,0.000
-0.324,-2.972,0.407,-0.193,-4.141,-3.005,-1.839,-0.583,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9405.000,0.000
-0.007,-2.163,-0.740,-0.322,-3.028,-1.773,-0.182,0.147,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9406.000,0.000
0.684,-0.990,-1.086,-0.213,-1.779,-0.299,1.202,0.772,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9407.000,0.000
0.222,-1.534,-0.093,0.073,-2.363,-1.127,0.122,0.304,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9408.000,0.000
-0.666,-2.596,0.409,0.208,-3.280,-2.446,-1.001,-0.182,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9409.000,0.000
-0.636,-2.285,-0.278,0.183,-2.710,-1.905,-0.061,0.259,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9410.000,0.000
-0.163,-1.378,-0.732,0.220,-1.699,-0.726,1.131,0.795,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9411.000,0.000
-0.384,-1.524,-0.185,0.369,-1.858,-0.988,0.643,0.557,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9412.000,0.000
-1.016,-2.281,0.323,0.515,-2.508,-1.943,-0.224,0.173,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9413.000,0.000
-1.131,-2.269,0.025,0.588,-2.285,-1.841,0.220,0.414,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9414.000,0.000
-0.887,-1.686,-0.375,0.610,-1.586,-1.062,1.087,0.815,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9415.000,0.000
-0.999,-1.625,-0.175,0.645,-1.511,-1.006,0.966,0.718,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9416.000,0.000
-1.391,-2.059,0.211,0.753,-1.861,-1.552,0.432,0.461,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9417.000,0.000
-1.537,-2.172,0.187,0.895,-1.805,-1.655,0.600,0.587,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9418.000,0.000
-1.485,-1.894,-0.063,0.944,-1.414,-1.273,1.114,0.848,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9419.000,0.000
-1.587,-1.781,-0.084,0.901,-1.266,-1.113,1.156,0.814,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9420.000,0.000
-1.791,-1.938,0.115,0.944,-1.350,-1.290,0.945,0.677,-0.044,0.930,-0.422,0.519,1.160,0.854,80.000,9421.000,0.000
-3.211,-2.914,-0.726,0.288,-1.795,-1.531,0.865,0.765,-0.050,0.927,-0.424,-1.007,1.007,0.946,80.000,9422.000,1.000
-8.194,-5.683,-5.145,-3.089,-3.103,-1.336,1.088,1.047,-0.049,0.928,-0.424,-1.038,1.038,0.763,80.000,9423.000,1.000
-13.632,-6.905,-12.308,-8.184,-3.307,1.359,3.482,1.834,-0.047,0.924,-0.424,-0.885,1.068,0.610,80.000,9424.000,1.000
-12.339,-2.339,-15.517,-9.759,-0.191,6.889,8.557,3.537,-0.046,0.923,-0.424,-0.763,1.068,0.732,80.000,9425.000,1.000
-6.106,1.713,-11.453,-6.467,1.813,8.448,9.917,4.405,-0.046,0.920,-0.422,-0.610,1.099,0.641,80.000,9426.000,1.000
-3.234,-3.055,-6.896,-4.025,-2.199,1.204,3.038,1.908,-0.045,0.920,-0.426,-0.397,1.160,0.488,80.000,9427.000,1.000
-5.334,-10.177,-8.893,-6.304,-6.644,-5.668,-3.316,-1.804,-0.045,0.921,-0.422,-0.366,1.221,0.580,80.000,9428.000,1.000
-9.040,-9.616,-14.230,-9.890,-4.635,-2.437,-0.070,-2.067,-0.045,0.924,-0.425,-0.244,1.190,0.458,80.000,9429.000,1.000
-11.955,-4.890,-14.897,-9.832,-0.689,4.308,6.349,0.390,-0.044,0.926,-0.425,-0.061,1.221,0.549,80.000,9430.000,1.000
-12.351,-3.662,-10.240,-6.366,-1.319,4.877,6.600,1.344,-0.044,0.928,-0.422,0.031,1.251,0.580,80.000,9431.000,1.000
-11.167,-5.390,-8.034,-4.656,-3.996,2.636,3.928,0.203,-0.045,0.928,-0.423,-0.031,1.312,0.671,80.000,9432.000,1.000
-11.410,-7.105,-12.386,-7.757,-4.272,4.241,5.611,-0.362,-0.046,0.927,-0.425,0.122,1.495,0.763,80.000,9433.000,1.000
-12.442,-8.256,-16.399,-11.315,-2.771,7.929,10.516,1.471,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9434.000,1.000
-11.577,-8.143,-13.132,-10.192,-1.859,8.754,12.172,4.428,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9435.000,0.000
-9.564,-7.339,-6.078,-6.223,-2.603,5.916,8.439,5.637,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9436.000,0.000
-8.829,-8.323,-2.140,-3.909,-4.753,1.770,3.137,4.476,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9437.000,0.000
-9.743,-10.694,-3.199,-4.554,-6.550,-0.806,0.523,2.824,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9438.000,0.000
-10.636,-10.627,-6.421,-6.357,-5.760,0.448,2.211,2.465,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9439.000,0.000
-9.972,-7.624,-7.135,-6.438,-3.123,3.770,5.789,3.520,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9440.000,0.000
-8.527,-6.320,-4.068,-4.292,-2.429,3.884,6.026,4.283,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9441.000,0.000
-8.331,-8.487,-1.809,-2.949,-4.470,0.367,2.439,3.455,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9442.000,0.000
-9.293,-9.728,-3.638,-4.122,-5.309,-0.896,1.007,2.321,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9443.000,0.000
-9.369,-7.511,-5.773,-5.170,-3.220,1.974,4.004,2.665,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9444.000,0.000
-8.158,-5.587,-4.095,-3.804,-1.704,3.508,5.894,3.662,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9445.000,0.000
-7.502,-6.864,-1.418,-2.113,-3.004,0.953,3.391,3.408,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9446.000,0.000
-8.137,-8.361,-2.079,-2.604,-4.246,-1.034,1.151,2.310,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9447.000,0.000
-8.519,-7.053,-4.183,-3.752,-2.962,0.760,2.951,2.205,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9448.000,0.000
-7.696,-5.162,-3.523,-3.046,-1.360,2.608,5.141,3.035,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9449.000,0.000
-6.882,-5.645,-1.188,-1.488,-1.937,1.126,3.793,3.130,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9450.000,0.000
-7.149,-6.972,-1.061,-1.466,-3.113,-0.871,1.580,2.272,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9451.000,0.000
-7.610,-6.380,-2.721,-2.429,-2.499,-0.039,2.341,1.911,-0.046,0.930,-0.424,0.122,1.526,0.916,80.000,9452.000,0.000
-6.915,-4.055,-3.186,-2.181,-0.179,2.235,4.784,2.151,-0.050,0.938,-0.427,-0.519,1.251,0.946,80.000,9453.000,1.000
-5.245,-1.364,-2.657,-0.378,3.454,3.387,6.072,1.299,-0.049,0.940,-0.424,-0.519,1.190,0.977,80.000,9454.000,1.000
-4.224,-0.031,-1.926,2.041,7.279,2.471,6.011,-0.406,-0.048,0.939,-0.424,-0.671,1.160,1.068,80.000,9455.000,1.000
-4.732,-1.598,-0.445,3.488,8.481,0.272,5.927,-0.819,-0.045,0.937,-0.426,-0.793,1.160,1.007,80.000,9456.000,1.000
-5.528,-3.732,-0.989,1.164,7.151,-0.261,6.910,-0.480,-0.045,0.935,-0.427,-0.916,1.129,1.068,80.000,9457.000,1.000
-4.981,-2.703,-5.110,-4.422,6.148,1.668,8.181,-1.161,-0.045,0.933,-0.428,-0.885,1.190,1.007,80.000,9458.000,1.000
-3.090,0.346,-6.742,-7.342,5.811,2.366,7.592,-1.592,-0.044,0.934,-0.427,-0.763,1.312,1.068,80.000,9459.000,1.000
-0.917,1.496,-2.345,-4.465,5.391,0.321,5.265,-0.239,-0.044,0.934,-0.430,-0.763,1.373,1.160,80.000,9460.000,1.000
1.623,0.569,2.195,0.827,6.942,0.454,5.246,2.498,-0.042,0.933,-0.429,-0.824,1.434,1.160,80.000,9461.000,1.000
4.744,0.210,2.162,4.882,11.214,5.991,9.894,5.976,-0.040,0.936,-0.428,-0.763,1.465,1.251,80.000,9462.000,1.000
5.717,0.008,0.097,6.100,13.275,10.743,13.530,7.878,-0.040,0.935,-0.429,-0.793,1.556,1.404,80.000,9463.000,1.000
2.656,-1.468,-0.579,4.388,10.196,9.198,11.102,6.049,-0.040,0.934,-0.424,-0.732,1.617,1.465,80.000,9464.000,1.000
-0.724,-1.424,0.078,2.500,7.360,6.917,8.664,3.699,-0.044,0.933,-0.421,-0.732,1.740,1.526,80.000,9465.000,1.000
-0.212,2.622,0.795,3.231,9.066,9.631,12.211,4.848,-0.047,0.932,-0.427,-0.671,1.648,1.526,80.000,9466.000,1.000
3.054,6.967,1.533,5.785,11.116,12.528,15.720,6.934,-0.048,0.931,-0.427,-0.732,1.709,1.404,80.000,9467.000,1.000
6.366,6.963,2.506,7.498,9.243,9.945,12.341,5.574,-0.051,0.932,-0.428,-0.732,1.678,1.312,80.000,9468.000,1.000
10.571,5.362,3.836,7.717,7.428,6.856,7.899,3.213,-0.052,0.930,-0.426,-0.824,1.648,1.129,80.000,9469.000,1.000
16.752,8.281,6.679,8.666,11.310,10.644,11.328,5.427,-0.053,0.928,-0.424,-0.824,1.526,0.946,80.000,9470.000,1.000
21.621,13.730,10.655,11.333,17.485,16.243,17.694,10.456,-0.053,0.928,-0.427,-0.732,1.373,0.793,80.000,9471.000,1.000
21.718,14.343,12.434,13.005,18.145,13.744,16.085,11.537,-0.051,0.929,-0.424,-0.671,1.312,0.702,80.000,9472.000,1.000
18.399,10.126,10.538,11.941,13.890,6.119,8.919,8.511,-0.052,0.930,-0.424,-0.580,1.251,0.549,80.000,9473.000,1.000
14.661,6.725,7.323,10.128,11.321,2.939,6.045,6.868,-0.049,0.931,-0.422,-0.610,1.129,0.427,80.000,9474.000,1.000
11.684,5.241,4.907,8.761,11.642,4.944,8.316,7.534,-0.047,0.932,-0.425,-0.519,1.038,0.397,80.000,9475.000,1.000
9.370,3.006,2.929,6.117,10.851,6.562,9.574,6.249,-0.048,0.930,-0.421,-0.641,1.068,0.336,80.000,9476.000,1.000
7.771,-0.007,0.967,2.380,7.515,4.972,6.602,1.453,-0.049,0.931,-0.423,-0.488,0.946,0.336,80.000,9477.000,1.000
8.777,-0.787,0.923,1.624,4.846,2.152,1.955,-2.694,-0.047,0.930,-0.424,-0.488,0.977,0.244,80.000,9478.000,1.000
13.560,2.144,4.412,5.854,5.945,1.922,-0.097,-2.525,-0.046,0.931,-0.423,-0.488,0.946,0.214,80.000,9479.000,1.000
18.783,7.258,9.390,11.254,10.077,5.505,1.896,0.595,-0.044,0.931,-0.422,-0.458,0.946,0.366,80.000,9480.000,1.000
20.083,11.950,11.879,12.540,13.596,9.008,5.078,3.074,-0.046,0.933,-0.426,-0.488,0.977,0.458,80.000,9481.000,1.000
17.296,12.908,9.951,8.993,13.191,7.596,4.843,2.694,-0.044,0.936,-0.427,-0.397,0.946,0.519,80.000,9482.000,1.000
13.230,8.749,5.741,5.070,9.737,3.484,2.026,1.003,-0.043,0.935,-0.426,-0.427,0.916,0.549,80.000,9483.000,1.000
9.675,3.096,2.971,4.603,7.334,3.298,2.609,1.445,-0.045,0.936,-0.425,-0.458,0.793,0.671,80.000,9484.000,1.000
7.669,0.498,2.964,7.115,7.244,6.669,6.978,3.847,-0.045,0.936,-0.425,-0.458,0.854,0.793,80.000,9485.000,1.000
8.255,1.129,4.123,9.404,6.388,6.874,8.032,4.451,-0.047,0.935,-0.427,-0.336,0.854,0.793,80.000,9486.000,1.000
9.613,1.940,3.832,7.809,2.481,2.135,2.685,1.344,-0.047,0.935,-0.429,-0.366,0.946,0.854,80.000,9487.000,1.000
8.566,1.434,1.284,2.533,-2.032,-2.232,-2.751,-2.743,-0.046,0.935,-0.425,-0.366,0.854,0.854,80.000,9488.000,1.000
5.664,1.295,-1.206,-1.001,-3.268,-2.231,-2.805,-4.327,-0.046,0.935,-0.427,-0.244,0.885,1.007,80.000,9489.000,1.000
4.568,2.954,-0.802,0.855,-1.424,0.003,-0.421,-3.461,-0.046,0.935,-0.426,-0.275,0.824,0.977,80.000,9490.000,1.000
7.078,5.020,2.349,5.227,0.486,0.752,0.505,-1.596,-0.049,0.936,-0.428,-0.214,0.854,1.129,80.000,9491.000,1.000
10.358,5.099,4.880,7.086,1.187,0.032,0.896,0.356,-0.046,0.936,-0.428,-0.122,0.793,1.221,80.000,9492.000,1.000
10.791,2.861,4.519,5.623,1.658,0.021,2.186,1.328,-0.047,0.935,-0.424,-0.122,0.854,1.251,80.000,9493.000,1.000
9.405,0.191,3.283,3.955,2.586,0.845,3.502,1.399,-0.047,0.936,-0.426,-0.092,0.854,1.221,80.000,9494.000,1.000
8.754,-1.383,3.657,3.621,3.044,0.839,3.272,1.200,-0.048,0.936,-0.425,-0.092,0.946,1.312,80.000,9495.000,1.000
8.022,-0.924,4.987,3.913,3.193,0.969,2.294,0.888,-0.047,0.935,-0.424,-0.061,0.977,1.129,80.000,9496.000,1.000
6.268,2.500,6.122,5.204,5.446,4.478,4.061,2.158,-0.046,0.934,-0.425,-0.153,0.885,1.129,80.000,9497.000,1.000
4.307,6.829,6.721,6.907,8.986,9.876,8.301,5.245,-0.048,0.935,-0.426,-0.183,0.885,1.221,80.000,9498.000,1.000
2.155,8.006,6.187,6.329,9.190,11.256,9.625,5.969,-0.049,0.935,-0.427,-0.214,0.946,1.129,80.000,9499.000,1.000
1.676,7.174,5.651,4.561,6.271,7.922,6.725,3.070,-0.048,0.932,-0.427,-0.214,0.916,1.129,80.000,9500.000,1.000
5.686,8.531,6.656,5.306,5.205,5.050,4.109,1.175,-0.049,0.933,-0.424,-0.183,0.824,1.099,80.000,9501.000,1.000
9.876,9.368,6.874,6.832,5.911,4.423,3.645,1.964,-0.046,0.932,-0.425,-0.244,0.854,1.190,80.000,9502.000,1.000
7.727,4.872,4.248,5.214,4.305,3.758,3.187,2.108,-0.044,0.933,-0.423,-0.244,0.916,1.129,80.000,9503.000,1.000
2.330,-0.537,1.942,2.407,1.360,3.071,2.305,1.186,-0.046,0.933,-0.427,-0.305,0.885,1.068,80.000,9504.000,1.000
0.674,-0.232,2.661,2.451,1.004,3.581,2.429,2.106,-0.046,0.932,-0.426,-0.244,0.885,0.977,80.000,9505.000,1.000
1.629,3.199,3.977,4.083,2.399,3.847,3.024,4.065,-0.048,0.933,-0.427,-0.275,0.916,0.916,80.000,9506.000,1.000
0.012,3.993,3.356,3.754,2.497,3.026,3.598,4.113,-0.046,0.932,-0.429,-0.366,0.946,0.793,80.000,9507.000,1.000
-2.566,3.300,2.515,2.505,2.690,4.254,6.853,3.996,-0.046,0.933,-0.427,-0.397,0.916,0.702,80.000,9508.000,1.000
-1.197,5.263,3.549,3.285,5.368,8.594,12.264,6.138,-0.046,0.932,-0.428,-0.488,0.916,0.854,80.000,9509.000,1.000
1.487,8.202,4.457,4.543,7.320,9.794,12.346,7.087,-0.046,0.933,-0.430,-0.549,1.007,0.793,80.000,9510.000,1.000
-0.162,7.558,2.883,3.242,4.752,4.134,5.300,3.968,-0.047,0.936,-0.427,-0.702,0.946,0.793,80.000,9511.000,1.000
-3.975,4.151,0.422,0.074,0.487,-1.335,0.980,0.648,-0.046,0.935,-0.426,-0.702,0.885,0.763,80.000,9512.000,1.000
-4.417,2.845,-0.561,-2.418,-0.477,0.262,5.964,1.748,-0.046,0.934,-0.428,-0.793,0.946,0.702,80.000,9513.000,1.000
-1.512,5.566,0.310,-2.362,2.410,5.937,14.466,6.406,-0.047,0.936,-0.424,-0.977,0.977,0.763,80.000,9514.000,1.000
0.039,8.368,1.905,-0.038,5.546,8.730,17.538,9.651,-0.047,0.935,-0.425,-1.007,1.007,0.732,80.000,9515.000,1.000
-3.546,5.721,1.789,1.005,5.236,5.600,13.190,8.225,-0.045,0.934,-0.425,-1.007,1.007,0.610,80.000,9516.000,1.000
